cx_q2,Question Placement,Web,Dealership
Someone reached out to me in a matter of a couple hours. Made an appointment and I bought a car,Begin of Survey,FALSE,FALSE
I'm a no-pressure kind of guy and that my salesperson was excellent,Begin of Survey,FALSE,TRUE
its been a very good dealing,End of Survey,FALSE,FALSE
The salesman listened to me and let me be clear about what I wanted. I knew what I wanted and he respected that. He did not try to sway my decision without there being an objection on my part,End of Survey,FALSE,TRUE
Pricing for the vehicle was out of line.,End of Survey,FALSE,FALSE
Everyone bent over backwards to get the deal done as easy and quickly and informative as possible!,Begin of Survey,FALSE,FALSE
It is a very straight forward application process.,End of Survey,FALSE,FALSE
Screens didn?t move smoothly.,Begin of Survey,FALSE,FALSE
It didn't take very long for a representative to contact me asking questions to help locate a vehicle.,Begin of Survey,FALSE,TRUE
Have been contacted with information I asked for.,End of Survey,FALSE,TRUE
"You have what I'm looking for, just need a bottom price out the door cash",Begin of Survey,FALSE,FALSE
"Prompt? Professional, not pushy",Begin of Survey,FALSE,TRUE
Dealer responded fairly quickly,Begin of Survey,FALSE,TRUE
Prompt response.,Begin of Survey,FALSE,TRUE
Very quick to respond to my inquiry. Professional and polite.,Begin of Survey,FALSE,TRUE
They responded,Begin of Survey,FALSE,TRUE
"Gordon did a fantastic job with quotes, follow up in, etc.",Begin of Survey,TRUE,FALSE
None,End of Survey,FALSE,FALSE
"Our Sales Rep Kellie McKibbon was excellent.  She was professional and knowledgeable.  the sales manager, Ryan McCracken, was as well.",Begin of Survey,FALSE,TRUE
"All issues and questions were answered right away and now it is just up to me to make a decision,",Begin of Survey,FALSE,TRUE
"Quick response , very nice manners on the phone",Begin of Survey,FALSE,TRUE
Good information quick response,Begin of Survey,FALSE,TRUE
It was easy,End of Survey,FALSE,FALSE
Ive explained my reasoning previously,End of Survey,FALSE,FALSE
Quick response,End of Survey,FALSE,TRUE
I received an e-mail followed by a phone call within 12 hours.,End of Survey,FALSE,TRUE
Very simple process to request on the website,End of Survey,TRUE,FALSE
I asked for specific details for a new truck but was offered alternatives.  I found out that not all Ford dealers have access to the inventory at other dealers nor can they see what may be coming from the factory.,End of Survey,FALSE,TRUE
No contact from dealership,End of Survey,FALSE,TRUE
"On time appointment, representative was very nice and cared about the vehicle i wanted and my time.",End of Survey,FALSE,TRUE
I received a quick and informative response,End of Survey,FALSE,TRUE
Very friendly and knowledgeable very hard working and go out of their way to get the best deal,Begin of Survey,FALSE,TRUE
"Blake Black, Sales Manager, excellent.David Weiss, Warranty Dept., excellentTom Dyer, Internet Mgr., excellentKat Brownless, Internet Mgr., excellentAll above worked efficiently to close deal.",End of Survey,TRUE,TRUE
Service,Begin of Survey,FALSE,FALSE
"Received a call, text and email from the sales person at the dealership very next day.",Begin of Survey,FALSE,TRUE
Trade him prices online was in accurate.,End of Survey,TRUE,FALSE
"Because they were prompt, professional, courteous, and not annoying.",End of Survey,FALSE,TRUE
I heard back from Drum Hill Ford right away.,Begin of Survey,FALSE,FALSE
Quick response Told agent I will be available after October 1,End of Survey,FALSE,TRUE
La persona me contact?,Begin of Survey,FALSE,TRUE
"I received no response, not an email, not a call, nothing.  How would you rate it?",End of Survey,FALSE,TRUE
I was contacted extremely fast by the online staff and was able to set up a time to come look at a vehicle.,Begin of Survey,TRUE,TRUE
Because I was looking for the 2017 Lincoln MKX and found it right away and it was still available,End of Survey,FALSE,FALSE
Did not receive any useful information.,End of Survey,FALSE,FALSE
I already have done so with two previous comments.,End of Survey,FALSE,FALSE
Pleasent salesperson.Very curtious and professional.,Begin of Survey,FALSE,TRUE
"I went to the dealership, and although they had a vehicle I was interested in, the bait and switch was overwhelmingly burdensome. I didn't like being used.",Begin of Survey,FALSE,TRUE
fast easy friendly,End of Survey,FALSE,TRUE
good communication,Begin of Survey,FALSE,FALSE
quick and easy,End of Survey,FALSE,FALSE
No price was given or contact made,End of Survey,FALSE,FALSE
"Julian, our sales rep was respectful and directly answered my questions.  This was the easiest car buying experience I have had and I'm not young!  He laid everything out simply and clearly.  We arrived to pick up our new Edge and all went exactly has he described.  We couldn't be happier with our purchase and the experience working with Julian.",End of Survey,FALSE,TRUE
Because I received a rapid dealership response but it was nothing more than an acknowledgement that I was interested in a vehicle.,End of Survey,FALSE,TRUE
Fast response and very helpful,Begin of Survey,FALSE,TRUE
I texted the number and asked for some photos since they said they would be able to send me some,Begin of Survey,FALSE,FALSE
The guy quoted me prices that were too high and I had to keep asking him the same questions before he finally gave me an answer. He had a poor attitude and was very condensending.,Begin of Survey,TRUE,TRUE
Please tell experience.,End of Survey,FALSE,FALSE
Quick polite response,Begin of Survey,FALSE,TRUE
"Mike at Dorien was intelligent , patient and thorough with all my questions and was genuinely a nice guy. not pushy at all like some sales people can be.you like your sales people to be more like a friend then anything and mike definitely fit that category.",Begin of Survey,FALSE,TRUE
because it wasn't bad?,Begin of Survey,FALSE,FALSE
"In that initial contact, I received the info that I was seeking",End of Survey,FALSE,FALSE
Got info requested,Begin of Survey,FALSE,FALSE
it was good,End of Survey,FALSE,FALSE
Was contacted right away.,Begin of Survey,FALSE,TRUE
"We bought the car, meet the requirements of what we want, but the transaction could be smoother.",End of Survey,FALSE,FALSE
Promptness,End of Survey,FALSE,TRUE
I have delt with the dealership many times.,End of Survey,FALSE,TRUE
Very prompt and understanding of my current situation of just beginning to look at cars,Begin of Survey,FALSE,TRUE
"Personnel were great. Took care of us, we bought a truck",Begin of Survey,FALSE,TRUE
Not satisfied with incentives,Begin of Survey,FALSE,FALSE
It was easy,End of Survey,FALSE,FALSE
Prompt and respectful experience,End of Survey,FALSE,TRUE
It was a lot less painful than this survey :),End of Survey,FALSE,FALSE
Everything was good but we could not agree on a price.,End of Survey,FALSE,FALSE
Jimmy got back to me right away with both phone and email.,End of Survey,FALSE,TRUE
Good knowledge and communication.,Begin of Survey,FALSE,FALSE
Still waiting for response ....,End of Survey,FALSE,TRUE
"The representative was very polite and willing to help, this goes a long way with customer service.",End of Survey,FALSE,TRUE
I appreciate that the dealers want my business.  BUT to call  6 times a day and I explain that I am at work and will contact them.  This is the only problem I have.,Begin of Survey,FALSE,TRUE
Never heard back from dealership with a quote,End of Survey,TRUE,TRUE
"Response was quick, info was accurate.",End of Survey,FALSE,TRUE
Was overloaded with phone calls and e-mails from salespeople who didn't know I had already been contacted. Price on the website wasn't even close to honored.,End of Survey,TRUE,TRUE
Received a response very quickly,Begin of Survey,FALSE,TRUE
Very satisfied with purchase,End of Survey,FALSE,FALSE
the rep was helpful but still no response yet on approval,Begin of Survey,FALSE,TRUE
Marleana was very professional as well as David the finance rep.,End of Survey,FALSE,TRUE
"Great service, pronpt znd polite",End of Survey,FALSE,TRUE
"Response came from local sales rep that vehicle requested was not in-stock at that location,, was scheduled to arrive but never delivered....  No other options were offered, no questions on what was I looking for,, or offer to provide any service...I have since had numerous request like this one and several email wanting to know if I had been contacted... all which your system should report not harassment for feedback from customers... Need to change your online marketing, as you Ford system is consistent at all dealers and its not good......",Begin of Survey,TRUE,TRUE
Very user friendly interface,End of Survey,FALSE,TRUE
William was professional answered all my questions,Begin of Survey,FALSE,TRUE
I was treated with respect and courtesy.,End of Survey,FALSE,FALSE
Excellent face. To face with sales rep.,End of Survey,FALSE,TRUE
General Manager Bill Roderick and his team was very helpful and professional. Can't thank them enough.,Begin of Survey,FALSE,TRUE
"At least someone responded, but it wasn?t super helpful",End of Survey,FALSE,TRUE
Contacted quickly after submitting my online request,Begin of Survey,TRUE,TRUE
Was courteous and helpful.,Begin of Survey,FALSE,TRUE
"The response was rapid and professional. That the dealership has all the resources necessary for me to view , test drive and buy the vehicle",End of Survey,FALSE,TRUE
Got almost all I need,End of Survey,FALSE,FALSE
No Comment,Begin of Survey,FALSE,FALSE
Renee Newey from The Faricy Boys Ford was a pleasure to deal with.,Begin of Survey,FALSE,FALSE
very fast response from your sales assoc,Begin of Survey,FALSE,TRUE
easy to do,Begin of Survey,FALSE,FALSE
I had several contacts.  Visited two dealers and found the one I wanted.,Begin of Survey,TRUE,TRUE
I have made multiple attempts to get info,End of Survey,FALSE,FALSE
informative except delivery date,Begin of Survey,FALSE,FALSE
All information should be available online as to the final cost (with discounts).,End of Survey,TRUE,FALSE
They got me in late bc that was the only time I could make the trip. Also when I arrived they spent as much time as needed. Not a rush!,Begin of Survey,FALSE,FALSE
We could not come to a satisfactory deal but the salesman was very courteous .I would go to him again,End of Survey,FALSE,TRUE
I was contacted the same day,Begin of Survey,FALSE,TRUE
Very friendly and efficient.,Begin of Survey,FALSE,TRUE
Got back to me and did not pressure me,Begin of Survey,FALSE,FALSE
"great product ,great people",Begin of Survey,FALSE,TRUE
They responded very quickly and checked to make sure they had the vehicle that I was interested and checked the price that was posted and they stood by it.,End of Survey,FALSE,TRUE
