cx_q2,cx_flag,Question Placement,Web,Dealership
,1,End of Survey,FALSE,FALSE
too many inconsistencys,1,End of Survey,FALSE,FALSE
QUOTE higher than other dealer,2,Begin of Survey,TRUE,TRUE
,2,Begin of Survey,FALSE,FALSE
Ryan did a great job!,1,End of Survey,FALSE,FALSE
responded within 1 hour,2,Begin of Survey,FALSE,TRUE
responsive.,2,Begin of Survey,FALSE,TRUE
responsive agent,2,Begin of Survey,FALSE,TRUE
Call back & email was fast with no high-pressure sales attached.,2,Begin of Survey,FALSE,TRUE
Sales associate was very PROFESSIONAL.,1,End of Survey,FALSE,TRUE
They reacted promptly and positively. And I already new my desire before my request was made.,1,End of Survey,FALSE,TRUE
Did not inundate me with numerous calls or emails.,2,Begin of Survey,FALSE,TRUE
Not contacted,1,End of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
Good information,1,End of Survey,FALSE,FALSE
Happy with response,2,Begin of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
,2,Begin of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
"I submitted the request and Cameron Firth contacted me with 10 minutes. We talked about the truck I was looking at. I thought we had found another truck somewhere else but that deal fell through and because of Cameron's gentle persistence and continued willingness to help he found a truck that would work for us and so we purchased it from him.Kevin McAfeeConcrete Special Ties, Inc.",2,Begin of Survey,TRUE,TRUE
Dealer responded in a timely manner offering to set up test drive and work with us to obtain a new vehicle.,2,Begin of Survey,FALSE,TRUE
Very friendly.,1,End of Survey,FALSE,TRUE
Still waiting on response.,1,End of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
I received emails timely asking me to make appointment and that preapproval for loan was granted.,2,Begin of Survey,FALSE,FALSE
"not sure,  always room for improvement,",1,End of Survey,FALSE,FALSE
Fast,1,End of Survey,FALSE,FALSE
I would rather not have to include my zip code.  I want to be able to look around on my own,2,Begin of Survey,FALSE,FALSE
I was contacted in a quick manner.,2,Begin of Survey,FALSE,TRUE
,2,Begin of Survey,FALSE,FALSE
The overall experience was good,2,Begin of Survey,FALSE,FALSE
Dan was very quick to respond.,2,Begin of Survey,FALSE,TRUE
prompt contact,2,Begin of Survey,FALSE,TRUE
Everyone that helped me was very courteous and helpful. They were not pushy and listened to all of my concerns,1,End of Survey,FALSE,TRUE
"again no pushy sales person, provided me with information I asked for in a very professional manner.",1,End of Survey,FALSE,TRUE
my request was taken care of quickly,2,Begin of Survey,FALSE,FALSE
Everone was very personable and helpful and straight to the point.,2,Begin of Survey,FALSE,TRUE
The internet salesman Billy was very knowledgeable and he wasn?t pushy.  He made buying a car a very nice experience,2,Begin of Survey,TRUE,TRUE
I have not received a quote but the website seems easy to use.,2,Begin of Survey,TRUE,FALSE
"I was able to review all of the options available, and know which options were higher priority than others.  That way I didn't go into the review of available vehicles without any information.",1,End of Survey,FALSE,FALSE
Sales person Kevin Line was excellent.,2,Begin of Survey,FALSE,TRUE
quick response,2,Begin of Survey,FALSE,TRUE
It was easy to use and a rep contacted me almost immediately.,2,Begin of Survey,FALSE,TRUE
very helpful,2,Begin of Survey,FALSE,FALSE
,2,Begin of Survey,FALSE,FALSE
Prompt and courteous follow-up.,1,End of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
ALREADY TIOLD U,1,End of Survey,FALSE,FALSE
,2,Begin of Survey,FALSE,FALSE
The sales department contacted me immediately.,1,End of Survey,FALSE,TRUE
Very professional and easy to communicate with.,2,Begin of Survey,FALSE,TRUE
I've gotten emails from them. But no price,2,Begin of Survey,FALSE,FALSE
Salesperson Customer service,1,End of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
No quote,1,End of Survey,TRUE,FALSE
,2,Begin of Survey,FALSE,FALSE
requested the selling price and didn't receive it,2,Begin of Survey,FALSE,FALSE
Rough time with the internet,1,End of Survey,TRUE,FALSE
,1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
"Asked not to call, but they did any way!",2,Begin of Survey,FALSE,FALSE
,2,Begin of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
,2,Begin of Survey,FALSE,FALSE
Rocky provided excellent customer service. Leased our new van yesterday 8/30/18.,2,Begin of Survey,FALSE,FALSE
,2,Begin of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
prompt response,2,Begin of Survey,FALSE,TRUE
No prices and y'all never got back to me,1,End of Survey,FALSE,FALSE
"I submitted the request, and it was answered in a very short time.  It told me that they really wanted to talk to me, which was really important to me.",2,Begin of Survey,TRUE,TRUE
,1,End of Survey,FALSE,FALSE
very professional,1,End of Survey,FALSE,TRUE
Tom did a great job. No pressure. BTW we didn't talk leasing or financing because I'm not at that point yet.,1,End of Survey,FALSE,TRUE
No response to request for online quote,1,End of Survey,TRUE,TRUE
,2,Begin of Survey,FALSE,FALSE
,2,Begin of Survey,FALSE,FALSE
I was asking leasing info and keep getting contacted about car purchase.,2,Begin of Survey,FALSE,TRUE
didn't want to go further with my deal due to I live out of state,1,End of Survey,FALSE,FALSE
didn't get a price... ive been telling you this over and over,1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
I was brought to this website to find unsold older inventoy and that was a big fat scam so far.,1,End of Survey,TRUE,FALSE
Tried to find out rebates for new vehicles.. you gotta go thru alot,2,Begin of Survey,FALSE,FALSE
Immediately called me,2,Begin of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
Not been contacted with pricing,1,End of Survey,FALSE,TRUE
Great,2,Begin of Survey,FALSE,FALSE
Fast response and seemed to be caring,1,End of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
"Fast response, answered all of my questions",2,Begin of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
Seemed like I needed to repeat what I was looking for and they wanted me to come in. I wanted to check to see where we stood on a deal before I came in.,2,Begin of Survey,FALSE,TRUE
I was called back quickly.,1,End of Survey,FALSE,TRUE
Ease of use.,2,Begin of Survey,FALSE,FALSE
I was contacted by email and phone within 15 minutes. The representative was helpful and informative.,2,Begin of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
I bought the truck .,2,Begin of Survey,FALSE,FALSE
,2,Begin of Survey,FALSE,FALSE
Easily understood,2,Begin of Survey,FALSE,FALSE
"They really helped me get a new car, even though I have not so good credit",2,Begin of Survey,FALSE,FALSE
I was already working with dealership. Was looking at AZX prices.,2,Begin of Survey,FALSE,TRUE
,2,Begin of Survey,FALSE,FALSE
They acted like they cared about what I was looking for,1,End of Survey,FALSE,FALSE
Helpful and did what I had asked him to do for us at the City of Kirkland.,2,Begin of Survey,FALSE,FALSE
did not have truck i  was looking for.,2,Begin of Survey,FALSE,FALSE
I got the information I needed to make an informed decision,1,End of Survey,FALSE,FALSE
"Kevin Rucker was outstanding in his professionalism, knowledge, and trustworthiness. The best car sales experience that I have had.",2,Begin of Survey,FALSE,TRUE
Again Todd met all expectations in a timely manner and was very courteous.,1,End of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
"The gentleman at magic city attempted to contact me twice by phone. I am hard to teach by phone due to my job. I emailed him back, but didn?t receive a response to my email. I really didn?t see anything on the magic city lot that I wanted.",2,Begin of Survey,FALSE,TRUE
"I was very willing to buy a car on the lot. I even said I liked it in an email- I thought the price was high, but I could?ve been sold this car.",2,Begin of Survey,FALSE,FALSE
"easy, clear",2,Begin of Survey,FALSE,FALSE
Quicker response than I expected.,1,End of Survey,FALSE,TRUE
I have had some difficulty with internet services,2,Begin of Survey,TRUE,FALSE
"Bluebonnet Motors, John is being very patient with us as we are shopping for a truck.",2,Begin of Survey,FALSE,FALSE
Promptly called me and set up an appointment,2,Begin of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
quick response,2,Begin of Survey,FALSE,TRUE
see previous comment,1,End of Survey,FALSE,FALSE
very responsive and gave me data I needed to want to go onsite to look,1,End of Survey,TRUE,TRUE
Did not get the detail and actual pricing I was looking . Had to go to dealer. Not happy with that. All I got on line was a run around. No exact answers. Just baiting. Extremely close to purchasing a Nissan.,2,Begin of Survey,FALSE,TRUE
All contacts where professional,2,Begin of Survey,FALSE,TRUE
,2,Begin of Survey,FALSE,FALSE
I received a quick response,2,Begin of Survey,FALSE,TRUE
"Quick reply, efficient questions, didn?t blow up my phone trying to make a sale.",2,Begin of Survey,FALSE,TRUE
Rapid response,2,Begin of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
"Didn't receive clear information on the options and details. No Best Price.Too long for responses. (Although it was a Sunday, so understandable) However, in a digital world, I would expect a response if you are marketing on the internet",1,End of Survey,TRUE,TRUE
friendly and quick,2,Begin of Survey,FALSE,TRUE
,2,Begin of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
,2,Begin of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
Your sales department?s immediate attention to my query.,2,Begin of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
,2,Begin of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
didn't call,1,End of Survey,FALSE,FALSE
provided all information required,2,Begin of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
They had exactly the truck I wanted.,1,End of Survey,FALSE,FALSE
Strings attached to you pricing,2,Begin of Survey,FALSE,FALSE
"Because I didn't get the correct specs for the truck I was looking at. Wrong trim, I'm looking at a XLT or Lariat with a 3.3 or 3.5 engine. I got a quote for a XL with a 6.0 engine.",1,End of Survey,TRUE,FALSE
Good service responded quick,2,Begin of Survey,FALSE,TRUE
Sick of the bait and switching.,2,Begin of Survey,FALSE,FALSE
Easy to do,2,Begin of Survey,FALSE,FALSE
I had a lot response back and fairly quickly,1,End of Survey,FALSE,TRUE
"Again, not very personal",1,End of Survey,FALSE,TRUE
,2,Begin of Survey,FALSE,FALSE
It was very prompt and moved us to the next step,1,End of Survey,FALSE,TRUE
Polite. Knowledgeable. Helpful,2,Begin of Survey,FALSE,TRUE
"Web site is good. Vehicle options and pricing is good. Apart from all, I like Ford Expedition.",1,End of Survey,TRUE,FALSE
Didn't receive the info asked for.  Just tried to get me to come in.,1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
Responded but not pressuring.,1,End of Survey,FALSE,TRUE
"my experiences with bmw and Honda went much smoother, and I ended up buying the Honda. timeframe from contacting dealers to buying a car was 6 days.",1,End of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
,2,Begin of Survey,FALSE,FALSE
it was as expected,2,Begin of Survey,FALSE,FALSE
It was good,1,End of Survey,FALSE,FALSE
Just supplied me with the information that i requested,1,End of Survey,FALSE,FALSE
short concise responsive,1,End of Survey,FALSE,TRUE
Everything was good right up till where they stopped responding to questions and pushed me off because I was not right there in front of them.  I ended up buying at a different dealership and ford lost a qualified sale due to crappy customer service.,2,Begin of Survey,FALSE,TRUE
The person I spoke with was very nice and respected my time.,1,End of Survey,FALSE,TRUE
No contact.,1,End of Survey,FALSE,FALSE
I received a call and was assured we would get the first look at the 2019 Ford Energi Platinum upon their arrival,2,Begin of Survey,FALSE,FALSE
Seemless the whole process,1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
It gave me the answer I needed on a possible trade in.,1,End of Survey,FALSE,FALSE
I can t rember man's name they wore closed when I downloaded request dealer returned  with email next morning I did not make a deal though because I was waiting for  a claim my subscription they totaled it and my credit score is all mest msamm580mwhat dealer for SUVpp so I did not respond.to offerm apall offers so that at other dealerships is almomuch I would have to pay for a new or used caand it was a 72 month loan at each place I also have nworking since Aug 13  couldn't t show recent stubs and am suspended from Uber until I take a online class got tomant there stars month car smelled of  oke  not clean enoughiPhone holder  so I have be tough how Uber wm was when sudpentipn started even though I am still a five star driver I got ten tree star or less in one month the stubs I have from six and before,2,Begin of Survey,TRUE,TRUE
Gave me a quote on a vehicle that I liked and followed up with an email,2,Begin of Survey,TRUE,FALSE
,1,End of Survey,FALSE,FALSE
Did not get firm pricing on the truck.Did not get all questions answered.Did get the old salesman pitch used onpeople making emotional decisions. Did not get the answers to the technical questions asked.,1,End of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
Great customer experience. All staff was very friendly and helpful even though we were not able to strike a deal on the Fusion Energi.,2,Begin of Survey,FALSE,TRUE
great customer services,1,End of Survey,FALSE,FALSE
Quoted vehicles other than the ones specified,2,Begin of Survey,TRUE,FALSE
